Kind,Item,Model,Field,Was,Corrected To,Note
radio,AOR,AR2700,recommended_interface,AOR optional control/clone lead + USB-to-RS-232; PC sound card for audio decoding,AOR CU-8232 RS-232 interface unit (shared with the AR8000) + USB-to-RS-232 for control; PC sound card for audio decoding,"STOP BITS CORRECTED + INTERFACE NAMED: the CU-8232 RS-232 unit manual (for AR8000/AR2700) specifies Baud 2400/4800/9600 selectable, Stop bit 2 BIT, Parity None (8 data). Claimed '1' stop bit is wrong — it is 2. The correct control interface is the AOR CU-8232 unit (not a generic clone lead)."
radio,AOR,AR3000 / AR3000A,cat_protocol,AOR ASCII (proprietary),AOR ASCII command set,"STOP BITS + BAUD CORRECTED: the AR3000A manual specifies 4800 baud (raisable to 9600 via an internal slide switch), 8 data bits, 2 STOP bits, no parity, and it REQUIRES RTS/CTS hardware handshake (status data sent every 25 ms). Claimed 'stop 1 (2 selectable)' is wrong — it is fixed at 2; claimed '19200' is not available."
radio,AOR,AR3000 / AR3000A,baud,4800/9600/19200 (selectable — set to match software),4800 (default; 9600 via internal slide switch),"STOP BITS + BAUD CORRECTED: the AR3000A manual specifies 4800 baud (raisable to 9600 via an internal slide switch), 8 data bits, 2 STOP bits, no parity, and it REQUIRES RTS/CTS hardware handshake (status data sent every 25 ms). Claimed 'stop 1 (2 selectable)' is wrong — it is fixed at 2; claimed '19200' is not available."
radio,AOR,AR3000 / AR3000A,stop_bits,1 (2 selectable on some),2,"STOP BITS + BAUD CORRECTED: the AR3000A manual specifies 4800 baud (raisable to 9600 via an internal slide switch), 8 data bits, 2 STOP bits, no parity, and it REQUIRES RTS/CTS hardware handshake (status data sent every 25 ms). Claimed 'stop 1 (2 selectable)' is wrong — it is fixed at 2; claimed '19200' is not available."
radio,AOR,AR3000 / AR3000A,recommended_interface,USB-to-RS-232 (FTDI) for control; PC sound card / interface for audio decoding,USB-to-RS-232 (FTDI) to the built-in RS-232 port for control — HARDWARE RTS/CTS handshake is required; PC sound card for audio decoding,"STOP BITS + BAUD CORRECTED: the AR3000A manual specifies 4800 baud (raisable to 9600 via an internal slide switch), 8 data bits, 2 STOP bits, no parity, and it REQUIRES RTS/CTS hardware handshake (status data sent every 25 ms). Claimed 'stop 1 (2 selectable)' is wrong — it is fixed at 2; claimed '19200' is not available."
radio,AOR,AR3030,cat_protocol,AOR ASCII (proprietary),AOR ASCII command set,"STOP BITS CORRECTED: the AR3030 operating manual (Computer control section) specifies Baud 4800 or 9600 BPS, Data 8 bits, STOP 2 bits, Parity None, via a built-in 9-pin female RS-232C socket connected with a simple RS-232 cable. Claimed '1' stop bit is wrong — it is 2."
radio,AOR,AR3030,baud,set to match software (typ. 4800/9600),4800 or 9600,"STOP BITS CORRECTED: the AR3030 operating manual (Computer control section) specifies Baud 4800 or 9600 BPS, Data 8 bits, STOP 2 bits, Parity None, via a built-in 9-pin female RS-232C socket connected with a simple RS-232 cable. Claimed '1' stop bit is wrong — it is 2."
radio,AOR,AR3030,stop_bits,1,2,"STOP BITS CORRECTED: the AR3030 operating manual (Computer control section) specifies Baud 4800 or 9600 BPS, Data 8 bits, STOP 2 bits, Parity None, via a built-in 9-pin female RS-232C socket connected with a simple RS-232 cable. Claimed '1' stop bit is wrong — it is 2."
radio,AOR,AR3030,recommended_interface,USB-to-RS-232 (FTDI) for control; PC sound card for audio decoding,"Built-in RS-232C 9-pin (female D-type) port — a simple serial / USB-to-RS-232 cable, no special interface; PC sound card for audio decoding","STOP BITS CORRECTED: the AR3030 operating manual (Computer control section) specifies Baud 4800 or 9600 BPS, Data 8 bits, STOP 2 bits, Parity None, via a built-in 9-pin female RS-232C socket connected with a simple RS-232 cable. Claimed '1' stop bit is wrong — it is 2."
radio,AOR,AR5000,cat_protocol,AOR ASCII (proprietary),AOR ASCII command set (proprietary),"Claimed 1 stop bit is wrong: the AR5000 uses 8 data / 2 stop / no parity (8N2) with XON/XOFF flow control, per the AR5000 manual and Hamlib ar5000 backend. Baud/data/parity otherwise confirmed."
radio,AOR,AR5000,baud,4800/9600/19200 (selectable — set to match software),4800 / 9600 / 19200 (selectable in config menu),"Claimed 1 stop bit is wrong: the AR5000 uses 8 data / 2 stop / no parity (8N2) with XON/XOFF flow control, per the AR5000 manual and Hamlib ar5000 backend. Baud/data/parity otherwise confirmed."
radio,AOR,AR5000,stop_bits,1,2,"Claimed 1 stop bit is wrong: the AR5000 uses 8 data / 2 stop / no parity (8N2) with XON/XOFF flow control, per the AR5000 manual and Hamlib ar5000 backend. Baud/data/parity otherwise confirmed."
radio,AOR,AR5000,recommended_interface,USB-to-RS-232 (FTDI) for control; PC sound card / interface for audio decoding,USB-to-RS-232 (FTDI) for control; PC sound card / audio interface for decoding,"Claimed 1 stop bit is wrong: the AR5000 uses 8 data / 2 stop / no parity (8N2) with XON/XOFF flow control, per the AR5000 manual and Hamlib ar5000 backend. Baud/data/parity otherwise confirmed."
radio,AOR,AR5000A / AR5000A+3,cat_protocol,AOR ASCII (proprietary),AOR ASCII command set (proprietary),"Same protocol as base AR5000. Claimed 1 stop bit is wrong: 8N2 with XON/XOFF, per Hamlib ar5000a_caps (identical to ar5000) and the AR5000 manual. The '+3' TV option does not change CAT framing."
radio,AOR,AR5000A / AR5000A+3,baud,4800/9600/19200 (selectable — set to match software),4800 / 9600 / 19200 (selectable in config menu),"Same protocol as base AR5000. Claimed 1 stop bit is wrong: 8N2 with XON/XOFF, per Hamlib ar5000a_caps (identical to ar5000) and the AR5000 manual. The '+3' TV option does not change CAT framing."
radio,AOR,AR5000A / AR5000A+3,stop_bits,1,2,"Same protocol as base AR5000. Claimed 1 stop bit is wrong: 8N2 with XON/XOFF, per Hamlib ar5000a_caps (identical to ar5000) and the AR5000 manual. The '+3' TV option does not change CAT framing."
radio,AOR,AR5000A / AR5000A+3,recommended_interface,USB-to-RS-232 (FTDI) for control; PC sound card / interface for audio decoding,USB-to-RS-232 (FTDI) for control; PC sound card / audio interface for decoding,"Same protocol as base AR5000. Claimed 1 stop bit is wrong: 8N2 with XON/XOFF, per Hamlib ar5000a_caps (identical to ar5000) and the AR5000 manual. The '+3' TV option does not change CAT framing."
radio,AOR,AR5001D,cat_protocol,AOR ASCII (proprietary),AOR ASCII command set (proprietary PC command list),"Framing (8N1, no parity) confirmed by the AR5001D manual, but claim's vague baud is replaced with the real 9600-115200 range (default 115200). Soundcard claim overstated: the USB port is a control virtual COM; I/Q is a separate USB Type-A output that needs the OPTIONAL IQ5001 board — not a built-in USB audio codec."
radio,AOR,AR5001D,baud,USB virtual COM (RS-232 alt: set to match),9600 / 19200 / 38400 / 57600 / 115200 bps (115200 default) — USB virtual COM (FTDI FT232B) or RS-232C on AUX1,"Framing (8N1, no parity) confirmed by the AR5001D manual, but claim's vague baud is replaced with the real 9600-115200 range (default 115200). Soundcard claim overstated: the USB port is a control virtual COM; I/Q is a separate USB Type-A output that needs the OPTIONAL IQ5001 board — not a built-in USB audio codec."
radio,AOR,AR5001D,builtin_soundcard,Yes — USB I/Q / audio streaming (SDR) with the AOR software,No standard USB audio codec — control USB is an FTDI virtual COM; digital I/Q output requires the OPTIONAL IQ5001 board (SDR#/AR-IQ). Use a PC sound card on the analog audio out for legacy decoders.,"Framing (8N1, no parity) confirmed by the AR5001D manual, but claim's vague baud is replaced with the real 9600-115200 range (default 115200). Soundcard claim overstated: the USB port is a control virtual COM; I/Q is a separate USB Type-A output that needs the OPTIONAL IQ5001 board — not a built-in USB audio codec."
radio,AOR,AR5001D,recommended_interface,None (direct USB) — IQ/audio and control over USB,"None for control (direct USB virtual COM, or RS-232C via AUX1); add optional IQ5001 board for digital I/Q; PC sound card on analog out for fldigi/WSJT","Framing (8N1, no parity) confirmed by the AR5001D manual, but claim's vague baud is replaced with the real 9600-115200 range (default 115200). Soundcard claim overstated: the USB port is a control virtual COM; I/Q is a separate USB Type-A output that needs the OPTIONAL IQ5001 board — not a built-in USB audio codec."
radio,AOR,AR5700D,cat_protocol,AOR ASCII (proprietary),AOR ASCII command set (proprietary PC command list),"Serial speeds 9600-115200 bps confirmed from the AR5700D operating manual (8N1 per AOR family). Note the RJ-45 socket is only for the optional antenna selector, NOT Ethernet control. Soundcard clarified: USB I/Q is proprietary AR-IQ3 (built-in/supplied), not a generic USB audio codec."
radio,AOR,AR5700D,baud,USB virtual COM (RS-232 alt: set to match),"9600 / 19200 / 38400 / 57600 / 115200 bps — USB virtual COM (type B) or RS-232C (DB9, AUX1)","Serial speeds 9600-115200 bps confirmed from the AR5700D operating manual (8N1 per AOR family). Note the RJ-45 socket is only for the optional antenna selector, NOT Ethernet control. Soundcard clarified: USB I/Q is proprietary AR-IQ3 (built-in/supplied), not a generic USB audio codec."
radio,AOR,AR5700D,builtin_soundcard,Yes — USB I/Q / audio streaming (SDR) with the AOR software,"Not a standard USB audio-class codec, but built-in USB 2.0 digital I/Q streaming (~1 MHz, isochronous) via AR-IQ-III (license dongle + control software supplied); analog I/Q/audio also on the LINE socket. Use a PC sound card on LINE out for fldigi/WSJT.","Serial speeds 9600-115200 bps confirmed from the AR5700D operating manual (8N1 per AOR family). Note the RJ-45 socket is only for the optional antenna selector, NOT Ethernet control. Soundcard clarified: USB I/Q is proprietary AR-IQ3 (built-in/supplied), not a generic USB audio codec."
radio,AOR,AR5700D,recommended_interface,None (direct USB) — IQ/audio and control over USB,None — control and digital I/Q both run over the single USB type-B port (AR-IQ3); use a PC sound card on the analog LINE out for legacy digital decoders,"Serial speeds 9600-115200 bps confirmed from the AR5700D operating manual (8N1 per AOR family). Note the RJ-45 socket is only for the optional antenna selector, NOT Ethernet control. Soundcard clarified: USB I/Q is proprietary AR-IQ3 (built-in/supplied), not a generic USB audio codec."
radio,AOR,AR6000,cat_protocol,AOR ASCII (proprietary),AOR ASCII command set (proprietary PC command list),"Baud made specific (9600-115200, USB virtual COM, same AOR PC-command family as AR5001D; framing 8N1). Soundcard claim overstated: I/Q output requires the OPTIONAL IQ5001 board — the base USB is a control interface, not a built-in USB audio codec."
radio,AOR,AR6000,baud,USB virtual COM (RS-232 alt: set to match),9600 / 19200 / 38400 / 57600 / 115200 bps (USB virtual COM / RS-232C) — same AOR PC command protocol as AR5001D,"Baud made specific (9600-115200, USB virtual COM, same AOR PC-command family as AR5001D; framing 8N1). Soundcard claim overstated: I/Q output requires the OPTIONAL IQ5001 board — the base USB is a control interface, not a built-in USB audio codec."
radio,AOR,AR6000,builtin_soundcard,Yes — USB I/Q / audio streaming (SDR) with the AOR software,"No standard USB audio codec — USB is used for control (virtual COM) and, with the OPTIONAL IQ5001 board, digital I/Q streaming (SDR#/AR-IQ). Use a PC sound card on the analog audio out for legacy decoders.","Baud made specific (9600-115200, USB virtual COM, same AOR PC-command family as AR5001D; framing 8N1). Soundcard claim overstated: I/Q output requires the OPTIONAL IQ5001 board — the base USB is a control interface, not a built-in USB audio codec."
radio,AOR,AR6000,recommended_interface,None (direct USB) — IQ/audio and control over USB,None for control (direct USB virtual COM / RS-232C); add optional IQ5001 board for digital I/Q (SDR# v1920+); PC sound card for analog audio decoding,"Baud made specific (9600-115200, USB virtual COM, same AOR PC-command family as AR5001D; framing 8N1). Soundcard claim overstated: I/Q output requires the OPTIONAL IQ5001 board — the base USB is a control interface, not a built-in USB audio codec."
radio,AOR,AR8000,cat_protocol,"AOR ASCII (proprietary, via optional lead)",AOR ASCII command set (proprietary),"Claimed 1 stop bit is wrong: the AOR ASCII handhelds use 8N2 with XON/XOFF (Hamlib ar8000: 4800-19200, 8 data, 2 stop, none, XON/XOFF). Baud generalized to the 4800-19200 range."
radio,AOR,AR8000,baud,9600 (set to match software),4800-19200 selectable (Hamlib range; 9600 typical),"Claimed 1 stop bit is wrong: the AOR ASCII handhelds use 8N2 with XON/XOFF (Hamlib ar8000: 4800-19200, 8 data, 2 stop, none, XON/XOFF). Baud generalized to the 4800-19200 range."
radio,AOR,AR8000,stop_bits,1,2,"Claimed 1 stop bit is wrong: the AOR ASCII handhelds use 8N2 with XON/XOFF (Hamlib ar8000: 4800-19200, 8 data, 2 stop, none, XON/XOFF). Baud generalized to the 4800-19200 range."
radio,AOR,AR8000,recommended_interface,AOR CC-8000 lead + USB-to-RS-232; PC sound card for audio decoding,AOR clone/data lead + RS-232 level converter (USB-to-RS-232); PC sound card for audio decoding,"Claimed 1 stop bit is wrong: the AOR ASCII handhelds use 8N2 with XON/XOFF (Hamlib ar8000: 4800-19200, 8 data, 2 stop, none, XON/XOFF). Baud generalized to the 4800-19200 range."
radio,AOR,AR8200,cat_protocol,"AOR ASCII (proprietary, via optional lead)","AOR ASCII command set (proprietary, via optional lead)","Claimed 1 stop bit is wrong: 8N2 with XON/XOFF per Hamlib ar8200 (4800-19200, 8 data, 2 stop, none, XON/XOFF). Baud generalized to the 4800-19200 range."
radio,AOR,AR8200,baud,9600 (set to match software),4800-19200 selectable (Hamlib range; 9600 typical),"Claimed 1 stop bit is wrong: 8N2 with XON/XOFF per Hamlib ar8200 (4800-19200, 8 data, 2 stop, none, XON/XOFF). Baud generalized to the 4800-19200 range."
radio,AOR,AR8200,stop_bits,1,2,"Claimed 1 stop bit is wrong: 8N2 with XON/XOFF per Hamlib ar8200 (4800-19200, 8 data, 2 stop, none, XON/XOFF). Baud generalized to the 4800-19200 range."
radio,AOR,AR8200,recommended_interface,AOR CC-8200 lead + USB-to-RS-232; PC sound card for audio decoding,AOR CC-8200 (or equivalent RS-232 level-converter lead) + USB-to-RS-232; PC sound card for audio decoding,"Claimed 1 stop bit is wrong: 8N2 with XON/XOFF per Hamlib ar8200 (4800-19200, 8 data, 2 stop, none, XON/XOFF). Baud generalized to the 4800-19200 range."
radio,AOR,AR8200 Mark II / Mark IIB,cat_protocol,"AOR ASCII (proprietary, via optional lead)","AOR ASCII command set (proprietary, via optional lead)",Same protocol/framing as base AR8200. Claimed 1 stop bit is wrong: 8N2 with XON/XOFF per Hamlib ar8200 backend (used for all AR8200 variants).
radio,AOR,AR8200 Mark II / Mark IIB,baud,9600 (set to match software),4800-19200 selectable (Hamlib range; 9600 typical),Same protocol/framing as base AR8200. Claimed 1 stop bit is wrong: 8N2 with XON/XOFF per Hamlib ar8200 backend (used for all AR8200 variants).
radio,AOR,AR8200 Mark II / Mark IIB,stop_bits,1,2,Same protocol/framing as base AR8200. Claimed 1 stop bit is wrong: 8N2 with XON/XOFF per Hamlib ar8200 backend (used for all AR8200 variants).
radio,AOR,AR8200 Mark II / Mark IIB,recommended_interface,AOR CC-8200 lead + USB-to-RS-232; PC sound card for audio decoding,AOR CC-8200 (or equivalent RS-232 level-converter lead) + USB-to-RS-232; PC sound card for audio decoding,Same protocol/framing as base AR8200. Claimed 1 stop bit is wrong: 8N2 with XON/XOFF per Hamlib ar8200 backend (used for all AR8200 variants).
radio,AOR,AR8200 Mark III,cat_protocol,"AOR ASCII (proprietary, via optional lead)","AOR ASCII command set (proprietary, via optional lead)",Same protocol/framing as the AR8200 series. Claimed 1 stop bit is wrong: 8N2 with XON/XOFF per Hamlib ar8200 backend.
