Manufacturer,Model,Type,Bands,Modes,Era,Notes
Atlas,Atlas 215X,HF transceiver,160-15 m,SSB/CW,1975,Improved 215.
Atlas,Atlas 215X Limited Edition,HF transceiver,160-15 m,SSB/CW,1979,Special-run 215X.
Atlas,Atlas 300,HF transceiver,HF,SSB/CW,1990s,Late revival-era Atlas model.
Atlas,Atlas 310,HF transceiver,HF,SSB/CW,1993,Late-production transceiver.
Atlas,Atlas 350-XL,HF transceiver,80-10 m,SSB/CW,1977,Higher-power (350W-class) flagship Atlas.
Atlas,Atlas 400X,HF transceiver,HF,SSB/CW,1994,Final Atlas model before closure.
Azden,PCS-2000,VHF mobile,2m,FM,1980,Azden's breakthrough early synthesized 2m FM mobile. Brand absent from list.
Azden,PCS-300,VHF handheld,2m,FM,1980s,2m FM HT.
Azden,PCS-3000,VHF mobile,2m,FM,early 1980s,"Popular 25/5W 2m FM mobile, 8 memories."
Azden,PCS-4000,VHF mobile,2m,FM,1980s,Computer-controlled 2m FM mobile.
Azden,PCS-7000H,VHF mobile,2m,FM,late 1980s,50W 2m FM mobile with CTCSS encoder; wideband RX 118-174 MHz.
Baofeng,AR-152,VHF/UHF handheld,2m/70cm,FM,2021,Military-style dual-band HT with long whip antenna and side rails; UV-5R-class electronics.
Baofeng,AR-17,VHF/UHF handheld,2m/70cm,FM,2022,Compact 'tactical'-styled dual-band FM HT variant.
Baofeng,AR-5RM,VHF/UHF handheld,Wideband RX; 2m/70cm TX,FM,2023,Tactical-branded 10W high-power HT with wideband receive (UV-5RM internals).
Baofeng,BF-888S,UHF handheld,70cm (400-470 MHz),FM,2013,16-channel no-display business/FRS-class HT widely used by hams on UHF; TX limited to preset channels.
Baofeng,BF-9500,UHF mobile,70cm,FM,2016,~50W single-band UHF mobile transceiver.
Baofeng,BF-9700,UHF handheld,70cm,FM,2015,IP67 waterproof single-band UHF HT.
Baofeng,BF-A58,VHF/UHF handheld,2m/70cm,FM,2016,IP57 waterproof dual-band HT (UV-9R sibling).
Baofeng,BF-F8+ (BF-F8 Plus),VHF/UHF handheld,2m/70cm,FM,2013,4W UV-5R relabel commonly bundled with the V-85 antenna.
Baofeng,BF-F8HP,VHF/UHF handheld,2m/70cm,FM,2014,BaoFeng Tech '3rd gen' 8W tri-power UV-5R with V-85 antenna and concise manual; best-selling US variant.
Baofeng,BF-F8HP PRO,VHF/UHF/1.25m handheld,2m/1.25m/70cm (+ air/FM RX),FM,2024,"10W tri-band successor with GPS, color screen, aviation scanning, USB-C."
Baofeng,BF-F9 / BF-F9 V2+,VHF/UHF handheld,2m/70cm,FM,2014,8W tri-power UV-5R-class HT sold under the BF-F9 label.
Baofeng,DM-1701,VHF/UHF DMR handheld,2m/70cm,DMR Tier I/II + FM,2019,"Color-display dual-band DMR, 3000ch/250 zones; OpenGD77 firmware supported."
Baofeng,DM-1801,VHF/UHF DMR handheld,2m/70cm,DMR Tier I/II + FM,2018,Popular entry DMR HT (MD-380-class); dual time slot.
Baofeng,DM-32UV (DM-32),VHF/UHF DMR handheld,2m/70cm (+ AM/FM/NOAA RX),DMR Tier II + FM,2022,"10W DMR with GPS & digital APRS, 2in color display, 4000ch, 50K contacts, USB-C."
Baofeng,DM-5R,VHF/UHF DMR handheld,2m/70cm,DMR Tier I/II + FM,2015,Early low-cost dual-band DMR HT; 'Plus' revision improved firmware.
Baofeng,DR-1801UV,VHF/UHF DMR handheld,2m/70cm,DMR Tier I/II + FM,2021,"Updated DM-1801 successor, ~17h battery, dual-mode analog/digital."
Baofeng,GT-3,VHF/UHF handheld,2m/70cm,FM,2013,UV-5R-class HT with improved case/antenna; sold as GT-3 Mark II.
Baofeng,GT-3TP (Mark III),VHF/UHF handheld,2m/70cm,FM,2014,Tri-power 1/4/8W version of the GT-3.
Baofeng,GT-3WP,VHF/UHF handheld,2m/70cm,FM,2016,IP67 waterproof GT-series dual-band HT.
Baofeng,GT-5,VHF/UHF handheld,2m/70cm,FM,2016,Dual-PTT GT-series HT.
Baofeng,GT-5R,VHF/UHF handheld,2m/70cm,FM,2021,US FCC Part-97-compliant UV-5R-class HT with locked TX limits.
Baofeng,GT-5TP,VHF/UHF handheld,2m/70cm,FM,2017,Tri-power dual-PTT GT-5 with dual battery options.
Baofeng,UV-13 Pro,VHF/UHF handheld,2m/70cm,FM,2022,"Type-C, 999ch, dual-band FM HT with color-less LCD; high-power 'Pro' rating."
Baofeng,UV-16 / UV-16 Pro,VHF/UHF handheld,2m/70cm,FM,2022,"999ch dual-band HT, USB-C drop-in charging, high power."
Baofeng,UV-17 / UV-17R,VHF/UHF handheld,2m/70cm,FM,2022,Restyled dual-band HT with wireless-copy; base model of the UV-17 family.
Baofeng,UV-17 Pro,VHF/UHF/1.25m handheld,Tri-band + wideband RX,FM,2022,"Adds GPS and USB-C; tri-band RX/TX, air-band and NOAA receive."
Baofeng,UV-17R Plus,VHF/UHF handheld,2m/70cm (+ wideband RX),FM,2023,USB-C battery UV-17 variant; big-screen dual-band HT.
Baofeng,UV-21 / UV-21 Pro,VHF/UHF/1.25m handheld,Tri-band,FM,2022,"6W tri-band HT, 1.77in color screen, 999ch, NOAA, USB-C."
Baofeng,UV-3R,VHF/UHF handheld,2m/70cm,FM,2011,Early ultra-compact dual-band FM HT; single-VFO display. Mark II added dual display.
Baofeng,UV-3R Mark II,VHF/UHF handheld,2m/70cm,FM,2012,Dual-watch version of the UV-3R mini HT.
Baofeng,UV-5G / UV-5G Plus,GMRS handheld,UHF GMRS 462/467 MHz,FM,2021,Part-95 GMRS version of the UV-5R chassis (not amateur TX); included per scope hints.
Baofeng,UV-5R,VHF/UHF handheld,2m/70cm,FM,2012,"The original mass-market Chinese dual-band HT; 4W, 128ch, FM broadcast RX. Basis for a huge family of relabels."
Baofeng,UV-5R Plus,VHF/UHF handheld,2m/70cm,FM,2013,Glossy-color UV-5R variant (UV-5R+).
Baofeng,UV-5RA,VHF/UHF handheld,2m/70cm,FM,2012,Cosmetic variant of UV-5R (squarer case); electronically near-identical.
Baofeng,UV-5RB,VHF/UHF handheld,2m/70cm,FM,2012,Vendor/cosmetic UV-5R variant.
Baofeng,UV-5RC,VHF/UHF handheld,2m/70cm,FM,2013,UV-5R variant with textured/brushed case; same radio internally.
Baofeng,UV-5RD,VHF/UHF handheld,2m/70cm,FM,2013,Cosmetic UV-5R relabel.
Baofeng,UV-5RE,VHF/UHF handheld,2m/70cm,FM,2013,Angular restyle of the UV-5R with keypad cover.
Baofeng,UV-5RE Plus,VHF/UHF handheld,2m/70cm,FM,2013,UV-5RE with black textured shell; same electronics.
Baofeng,UV-5RH,VHF/UHF handheld,2m/70cm (+ air/FM RX),FM,2023,"Newer 10W tri-power UV-5R-class HT; 999ch, larger battery, air-band RX, Type-C."
Baofeng,UV-5RM,VHF/UHF handheld,Wideband RX ~18-1300 MHz; 2m/70cm TX,FM,2023,"8-10W high-power UV-5R evolution with wideband receive, air band, NOAA; 'UV-5RM Plus'/Pro sub-variants."
Baofeng,UV-5RTP,VHF/UHF handheld,2m/70cm,FM,2014,Tri-power (1/4/8W) high-power UV-5R; direct-sold equivalent of the BF-F8HP.
Baofeng,UV-5RWP,VHF/UHF handheld,2m/70cm,FM,2015,Water-resistant ruggedized UV-5R body.
Baofeng,UV-5X,VHF/UHF handheld,2m/70cm,FM,2015,BTECH-improved UV-5R dual-band with V-85 antenna and better RX; sold as BTECH UV-5X.
Baofeng,UV-6R,VHF/UHF handheld,2m/70cm,FM,2013,Sealed-body dual-band HT with cleaner menu; distinct from UV-5R line.
Baofeng,UV-82,VHF/UHF handheld,2m/70cm,FM,2013,Dual-PTT dual-band HT with larger speaker; own accessory ecosystem.
Baofeng,UV-82 Plus,VHF/UHF handheld,2m/70cm,FM,2016,UV-82 with larger battery / minor firmware tweaks.
Baofeng,UV-82C,VHF/UHF handheld,2m/70cm,FM,2014,"Commercial/professional UV-82 variant (no FM broadcast, sealed programming)."
Baofeng,UV-82HP,VHF/UHF handheld,2m/70cm,FM,2015,BaoFeng Tech 8W tri-power UV-82 with V-85 antenna.
Baofeng,UV-9G,GMRS handheld,UHF GMRS 462/467 MHz,FM,2020,"IP67 waterproof GMRS HT (UV-9R body); Part-95 GMRS, not amateur."
Baofeng,UV-9R,VHF/UHF handheld,2m/70cm,FM,2017,IP67 waterproof dual-band HT with sealed connector.
Baofeng,UV-9R Plus,VHF/UHF handheld,2m/70cm,FM,2018,8W IP67 waterproof HT; upgraded battery over UV-9R.
Baofeng,UV-9R Pro,VHF/UHF handheld,2m/70cm,FM,2020,Waterproof UV-9R-series with Type-C charging and NOAA on some units.
Baofeng,UV-B5,VHF/UHF handheld,2m/70cm,FM,2012,"Rotary channel-knob dual-band FM HT, 99 channels."
Baofeng,UV-B6,VHF/UHF handheld,2m/70cm,FM,2012,Sibling of UV-B5 with slightly different body/keypad.
Barker & Williamson (B&W),5100B,HF transmitter,HF 80-10m,AM/CW,1950s,Classic 4x6146 AM/CW transmitter with built-in VFO.
Barker & Williamson (B&W),6100,HF transmitter,HF 80-10m,AM/CW/SSB,late 1950s,First synthesized amateur transmitter; only ~200 built.
Belcom (Nihon Dengyo),Liner 15,HF portable,15m,SSB,1970s,VXO 21 MHz SSB portable companion to the Liner 2.
Belcom (Nihon Dengyo),Liner 2,VHF transceiver,2m,SSB/CW,1970s,"24-channel VXO-controlled 2m SSB transceiver, 20W in / 10W out."
Belka (EU1ME / Mobimax),Belka (0.1-31 latest),Communications receiver (HF/SW),0.1-31 MHz continuous,AM/CW/USB/LSB/NFM,2023,Newest 'Belka' with continuous coverage from 100 kHz; refined DSP receiver.
Belka (EU1ME / Mobimax),Belka-DSP,Communications receiver (HF/SW),3.5-31 MHz,AM/CW/USB/LSB/NFM,2019,"Matchbox-sized DSP direct-conversion 'spy radio' SW receiver; Belarusian design (Alex Buevsky), distributed via Mobimax. First model."
Belka (EU1ME / Mobimax),Belka-DX,Communications receiver (HF/SW),1.5-31 MHz,AM/CW/USB/LSB/NFM,2021,"Adds LW/MW-edge coverage, 4 front-end bandpass filters, ~24h battery; pocket-size high-performance SW receiver."
BG2* / Chinese (HF One),HF One MKII,"HF transceiver (SDR, QRP)",RX 30 kHz-30 MHz; TX HF ham bands,SSB/CW,2013,"Early low-cost Chinese SDR HF QRP transceiver; standalone SSB/CW only, ~US$300."
BridgeCom Systems,BCM-220,VHF mobile,1.25m (222 MHz),FM,2010s,222 MHz FM mobile; one of few modern 1.25m rigs (also BCH-220 HT).
BTECH,DA-7X2,VHF/UHF digital handheld,2m/70cm,"Digital + analog FM, 7W peak",2025,Dual-mode digital/analog HT with Bluetooth and app configuration.
BTECH,DMR-6X2,VHF/UHF DMR handheld,2m/70cm,DMR Tier I/II + FM,2019,"AnyTone-based dual-band DMR HT with GPS, encryption; 4000ch/300K contacts."
BTECH,DMR-6X2 PRO,VHF/UHF DMR handheld,2m/70cm,DMR Tier I/II + FM,2022,"Enhanced DMR-6X2 with Bluetooth audio/PTT, more memory, USB-C."
BTECH,GMRS-20V2,GMRS mobile,UHF GMRS 462/467 MHz,FM,2022,"20W IP67 submersible GMRS mobile, 200 channels, repeater-capable."
BTECH,GMRS-50PRO,GMRS mobile/base,UHF GMRS 462/467 MHz,FM,2025,50W IP54 weatherproof GMRS base/mobile with color display and updated firmware.
BTECH,GMRS-50V2,GMRS mobile,UHF GMRS 462/467 MHz,FM,2022,"50W GMRS mobile, 256 custom channels, dual-band scanning RX, NOAA."
BTECH,GMRS-50X1,GMRS mobile,UHF GMRS 462/467 MHz,FM,2019,"50W GMRS mobile, repeater-capable; discontinued in favor of GMRS-50V2."
BTECH,GMRS-PRO,GMRS handheld,UHF GMRS 462/467 MHz,FM,2023,"IP67 GMRS HT with Bluetooth, GPS, and smartphone app; VHF receive."
BTECH,GMRS-V1,GMRS handheld,UHF GMRS 462/467 MHz,FM,2017,"First Part-95 certified GMRS HT in the UV-5R form; VHF receive. GMRS service, not amateur."
BTECH,GMRS-V2,GMRS handheld,UHF GMRS 462/467 MHz,FM,2021,Updated GMRS HT with NOAA weather RX/alert and scanning receiver.
BTECH,UV-2501,VHF or UHF mobile,Single-band 2m or 70cm,FM,2015,25W single-band mini mobile; early BTECH mobile line.
BTECH,UV-2501+220,VHF/1.25m mobile,2m + 1.25m,FM,2015,25W dual-band mobile adding the 220 MHz band.
BTECH,UV-25X2,VHF/UHF mobile,2m/70cm,FM,2016,25W dual-band mini mobile; 2nd-Gen adds USB-C programming and refined UI.
BTECH,UV-25X4,VHF/UHF/1.25m mobile,2m/1.25m/70cm,FM,2016,25W tri-band mini mobile; 2nd-Gen updated firmware/cabling.
BTECH,UV-5001,VHF or UHF mobile,Single-band 2m or 70cm,FM,2015,50W single-band mini mobile.
BTECH,UV-50PRO,VHF/UHF mobile,2m/70cm,FM,2024,Newer 50W dual-band mobile with updated feature set.
BTECH,UV-50X2,VHF/UHF mobile,2m/70cm,FM,2017,50W dual-band mobile; 2nd-Gen adds improvements.
BTECH,UV-50X3,VHF/UHF/1.25m mobile,2m/1.25m/70cm,FM,2018,50W tri-band mobile (2m/1.25m/70cm).
BTECH,UV-5X3,VHF/UHF/1.25m handheld,2m/1.25m/70cm,FM,2016,"Tri-band 5W HT (adds 220 MHz); dual-display, V-85 antenna, later USB-C revision."
BTECH,UV-PRO,VHF/UHF handheld,2m/70cm (+ wideband RX),FM (network/app modes),2024,"IP67 5W dual-band HT with GPS, Bluetooth, app programming and internet-linking features."
Central Electronics,100V,HF transmitter,80-10 m,SSB/CW/AM,1958,Broadband 100W SSB transmitter.
Central Electronics,10A,HF transmitter/exciter,80-10 m,SSB/CW/AM/PM,1953,Early phasing SSB exciter; company's first product.
Central Electronics,10B,HF transmitter/exciter,80-10 m,SSB/CW/AM/PM,1955,Improved 10A phasing exciter.
Central Electronics,200V,HF transmitter,80-10 m,SSB/CW/AM,1961,Higher-power SSB transmitter; last product before Zenith closed the line.
Central Electronics,20A,HF transmitter/exciter,80-10 m,SSB/CW/AM/PM,1954,State-of-the-art phased-SSB exciter.
Chinese generic,Pixie / S-Pixie,HF transceiver kit (QRP CW),40m (7 MHz),CW,2010s,Minimalist ~0.5W direct-conversion CW transceiver kit; S-Pixie is a boxed variant.
Chinese generic (Forty-9er clone),Frog Sounds,HF transceiver kit (QRP CW),40m,CW,2015,"Cheap 40m CW kit, a Forty-9er/Pixie big-brother; ~0.4-2W typical. Very common AliExpress kit."
Chinese generic (Si4732),ATS-20 / ATS-20+,Communications receiver (SDR-ish),LW/MW/SW/FM (150 kHz-30 MHz + 64-108),AM/SSB(LSB/USB)/FM(RX),2021,Si4732 DSP all-band receiver kit popular with hams for cheap SSB SWLing; RX only.
Chinese generic (Si4732),ATS-25 / ATS-25X1,Communications receiver (SDR-ish),LW/MW/SW/FM (150 kHz-30 MHz + 64-108),AM/SSB/FM(RX),2022,"ATS-20 with color touchscreen and spectrum display; RX only, hobbyist SW/ham monitor."
Chinese generic (Si4732/ESP32),ATS-Mini,Communications receiver (SDR-ish),LW/MW/SW/FM,AM/SSB/FM(RX),2024,Compact ESP32-S3 + Si4732 pocket all-band DSP receiver; RX only.
Clegg,22'er,VHF transceiver,2 m,AM,1964,Popular compact 2-meter AM transceiver.
Clegg,22'er FM,VHF transceiver,2 m,FM,1970,FM version of the 22'er.
Clegg,22'er Mk II,VHF transceiver,2 m,AM,1970,Revised 22'er.
Clegg,22'er Mk III,VHF transceiver,2 m,AM,1972,Final AM 22'er.
Clegg,66'er,VHF transceiver,6 m,AM,1966,6-meter AM transceiver.
Clegg,99'er,VHF transceiver,6 m,AM,1961,Early low-cost 6-meter AM transceiver.
Clegg,Apollo,VHF transceiver,6 m,SSB/AM/CW,1965,6-meter SSB transceiver.
Clegg,Climaster Mercury,VHF transmitter,6 m & 2 m,AM/CW,1960,Lower-power companion to the Zeus.
Clegg,FM-21,VHF mobile transceiver,220 MHz,FM,1972,1.25-meter FM mobile.
Clegg,FM-27,VHF mobile transceiver,2 m,FM,1971,2-meter FM mobile.
Clegg,FM-27A,VHF mobile transceiver,2 m,FM,1972,FM-27 revision.
Clegg,FM-27B,VHF mobile transceiver,2 m,FM,1973,Popular early synthesized-crystal 2m FM mobile.
Clegg,FM-28,VHF mobile transceiver,2 m,FM,1977,Later 2m FM mobile.
Clegg,FM-76,VHF mobile transceiver,220 MHz,FM,1976,1.25-meter FM mobile.
Clegg,FM-88,VHF mobile transceiver,2 m,FM,1979,Late 2m FM mobile.
Clegg,HT-146,VHF handheld,2 m,FM,1974,2-meter FM handheld.
Clegg,Interceptor,VHF receiver,6 m & 2 m (+ 220 opt.),AM/SSB/CW,1962,"High-performance VHF receiver, companion to Zeus."
Clegg,Interceptor B,VHF receiver,"6 m, 2 m, 220 MHz",AM/SSB/CW,1964,Improved Interceptor.
Clegg,Mark 3,VHF transceiver,2 m,FM,1976,2-meter FM transceiver.
Clegg,Thor 6,VHF transceiver,6 m,AM/CW,1962,6-meter AM transceiver.
Clegg,Venus 6,VHF transceiver,6 m,AM/SSB/CW,1963,6-meter transceiver.
Clegg,Zeus (Climaster Zeus),VHF transmitter,6 m & 2 m,AM/CW,1960,Legendary high-power VHF AM/CW transmitter.
Collins,30K-1,HF transmitter,HF 80-10m,AM/CW,1948,Early Collins amateur transmitter (~150W input); paired with 310A exciter.
Collins,32S-1,HF transmitter,HF 80-10m,SSB/CW,1958,"First S-line transmitter, companion to 75S receivers."
Collins,32S-2,HF transmitter,HF 80-10m,SSB/CW,1960,S-line transmitter with added band segments.
Collins,32S-3,HF transmitter,HF 80-10m,SSB/CW,1962,Most common S-line transmitter; ~175W PEP.
Collins,32S-3A,HF transmitter,HF 80-10m,SSB/CW,1963,Late-production 32S-3 with minor circuit updates.
Collins,32V-1,HF transmitter,HF 80-10m,AM/CW,1946,First of the popular 32V bandswitching desktop transmitter series.
Collins,32V-2,HF transmitter,HF 80-10m,AM/CW,1948,Improved 32V series transmitter.
Collins,32V-3,HF transmitter,HF 80-10m,AM/CW,1951,Final and most common of the 32V transmitters.
Collins,51J-1,communications receiver,HF 0.5-30.5 MHz,AM/CW,1949,General-coverage HF receiver; forerunner of R-388/51J series.
Collins,51J-2,communications receiver,HF 0.5-30.5 MHz,AM/CW,1950,General-coverage refinement of the 51J.
Collins,51J-3,communications receiver,HF 0.5-30.5 MHz,AM/CW,1951,Widely used general-coverage receiver; military designation R-388.
Collins,51J-4,communications receiver,HF 0.5-30.5 MHz,AM/CW/SSB,1955,Added mechanical filters; top of the 51J general-coverage line.
Collins,51S-1,communications receiver,HF 0.2-30 MHz (1MHz segments),SSB/CW/AM,1959,"Premium general-coverage receiver; S-line styling, dual conversion."
Collins,62S-1,VHF transverter,6m and 2m,SSB/CW/AM,1961,"Transverter for KWM-2/S-line, adding 50 and 144 MHz coverage."
Collins,75A-1,communications receiver,HF 80-10m,AM/CW,1946,"Collins' first amateur-band receiver, single-conversion."
Collins,75A-2,communications receiver,HF 160-10m,AM/CW/SSB,1950,Added 160m; early crystal-controlled bandswitching.
Collins,75A-3,communications receiver,HF 160-10m,AM/CW/SSB,1952,Introduced mechanical filter for selectivity.
Collins,75A-4,communications receiver,HF 160-10m,SSB/CW/AM,1955,Legendary receiver; 'Gold Dust Twin' companion to the KWS-1.
Collins,75S-1,communications receiver,HF 80-10m,SSB/CW/AM,1958,"First S-line receiver; mechanical filter, PTO tuning."
Collins,75S-2,communications receiver,HF 80-10m + segments,SSB/CW/AM,1959,Added band segments over 75S-1.
Collins,75S-3,communications receiver,HF 80-10m,SSB/CW/AM,1962,Added notch filter; core of many classic S-line stations.
Collins,75S-3A,communications receiver,HF 80-10m,SSB/CW/AM,1964,Minor updates to the 75S-3.
Collins,75S-3B,communications receiver,HF 80-10m,SSB/CW/AM,1965,Improved passband/filter options.
Collins,75S-3C,communications receiver,HF 80-10m,SSB/CW/AM,1969,Final and most refined S-line receiver.
Collins,KW-1,HF transmitter,HF 80-10m,AM/CW,1950,Large 1kW console transmitter; rare and collectible flagship of its era.
Collins,KWM-1,HF transceiver,HF 20/15/10m (limited),SSB/CW,1957,"Collins' first SSB transceiver, compact and mobile-oriented."
Collins,KWM-2,HF transceiver,HF 80-10m,SSB/CW,1959,Landmark full-band-coverage SSB transceiver; ~175W PEP.
Collins,KWM-2A,HF transceiver,HF 80-10m + crystal segments,SSB/CW,1961,Improved KWM-2 with more band segments; Winged-Emblem (WE) and Round-Emblem (RE) variants exist.
Collins,KWM-380,HF transceiver,HF 160-10m; general-coverage RX,SSB/CW/AM,1979,"Solid-state 100W flagship transceiver, digital readout; Collins' last ham rig."
Collins,KWS-1,HF transmitter,HF 80-10m,SSB/CW,1955,"1kW SSB transmitter, 'Gold Dust Twin' with 75A-4; 4X150 finals."
Collins,R-388 (51J-3),communications receiver,HF 0.5-30.5 MHz,AM/CW,1951,"Military version of the 51J-3, popular with hams as a station receiver."
Collins,R-390,communications receiver,HF 0.5-32 MHz,AM/CW/SSB,1951,Collins-designed military receiver with mechanical digital tuning; prized by hams.
Collins,R-390A,communications receiver,HF 0.5-32 MHz,AM/CW/SSB,1954,Mechanical-filter version of the R-390; iconic collectible receiver.
CommRadio,CR-1,"Communications receiver (HF/VHF/UHF, SDR-based)",RX ~150 kHz-30 MHz + 64-260/430-470 MHz,AM/SSB/CW/FM/WFM,2013,"AeroStream-made compact tabletop SDR-hybrid receiver; internal Li-ion battery, high build quality, simple operation."
CommRadio,CR-1a,"Communications receiver (HF/VHF/UHF, SDR-based)",RX ~150 kHz-30 MHz + VHF/UHF segments,AM/SSB/CW/FM/WFM,2014,Refined CR-1 with USB IQ output and improvements; receiver-only companion to the later CTX-10.
CommRadio,CTX-10,HF QRP general-coverage transceiver (SDR),TX 80-10m (9 bands); RX 150 kHz-30 MHz,SSB/CW/SSB-data (RX also AM),2018,1/5/10W internal-SDR QRP rig with built-in ATU and three 18650 Li-ion cells; CR-1a-class receiver. Field/EmComm.
Connect Systems,CS750,VHF/UHF handheld,2m or 70cm,DMR/FM,2010s,DMR HT (CS700/CS750 family).
Connect Systems,CS800D,VHF/UHF mobile,2m/70cm,DMR/FM,2010s,Dual-band DMR + analog mobile.
CRkits,KN-Q7A,HF transceiver (kit),80m / 40m / 20m (monoband variants),SSB,2010s,"VXO-controlled QRP SSB kit (BA6BF design), ~10W (5W on 20m); upgrade of KN-Q7 (>500 sold)."
Cubic (Cubic Communications),Astro 102BXA,HF base transceiver,HF 80-10m,SSB/CW,1979-1980,Cubic-rebranded twin-PTO base after Cubic bought Swan; distinct from Swan-branded Astro.
Cubic (Cubic Communications),Astro 103,HF base transceiver,HF 160-10m + WARC,SSB/CW/RTTY,1980,"Adds WARC bands, RTTY and separate RX antenna over the 102BXA."
Cubic (Cubic Communications),Astro 150A / 151A,HF/mobile transceiver,HF 80-10m (150A) / 160-15m (151A),SSB/CW,late 1970s-1980s,Fully synthesized mobile/fixed; Cubic-branded successors to Swan Astro 150/151.
DL2MAN & PE1NNZ (open-source),(tr)uSDX,HF transceiver (QRP SDR),80/60/40/30/20m,CW/USB/LSB/AM/FM,2021,"Pocket 5-band multimode QRP (90x60x30mm, 140g), ~5W @13.8V; kit and pre-assembled; sold by many Chinese vendors."
Drake,1-A,communications receiver,HF 80-10m,SSB/CW/AM,1957,Drake's first amateur receiver; compact single-conversion design.
Drake,2-A,communications receiver,HF 80-10m + 11m,SSB/CW/AM,1959,Dual-conversion ham-band receiver.
Drake,2-B,communications receiver,HF 80-10m,SSB/CW/AM,1961,Very popular receiver; optional 2-BQ Q-multiplier/speaker.
Drake,2-C,communications receiver,HF 80-10m,SSB/CW/AM,1966,Refined 2-B with improved calibration and crystal-controlled bands.
Drake,2-NT,HF transmitter,HF 80-15m,CW,1966,Compact crystal/VFO novice CW transmitter; companion to 2-C.
Drake,DSR-2,communications receiver,HF 0.01-30 MHz,SSB/CW/AM/RTTY,1975,"Digitally synthesized high-end receiver; commercial-grade, used by advanced hams."
Drake,ML-2,VHF mobile,2m (144 MHz),FM,1974,'Miniature Localizer' synthesized 2m FM mobile transceiver.
Drake,R-4,communications receiver,HF 80-10m,SSB/CW/AM,1964,"First of the classic 4-line receivers; PTO tuning, crystal bands."
Drake,R-4A,communications receiver,HF 80-10m,SSB/CW/AM,1966,Improved 4-line receiver.
Drake,R-4B,communications receiver,HF 80-10m,SSB/CW/AM,1968,Popular 4-line receiver; passband tuning refinements.
Drake,R-4C,communications receiver,HF 80-10m,SSB/CW/AM/RTTY,1973,"Top-tier 4-line receiver, widely modified/upgraded by enthusiasts."
